payment_id,timestamp,settlement_time,payment_system,counterparty_type,direction,amount,cluster
PAY-001423,2024-01-15 11:48:31.215987344,2024-01-15 11:53:08.387300883,SWIFT,CCP,OUTFLOW,20874.75,3
PAY-000306,2024-01-15 11:49:00.999873070,2024-01-15 11:53:58.078833673,TARGET2,BANK,OUTFLOW,38427.24,3
PAY-000453,2024-01-15 11:49:04.388275646,2024-01-15 11:52:03.128898722,INTERNAL,CENTRAL_BANK,INFLOW,359952.12,0
PAY-001240,2024-01-15 11:49:20.095839934,2024-01-15 11:54:35.930425923,TARGET2,BANK,OUTFLOW,42509.99,3
PAY-001563,2024-01-15 11:49:39.586214181,2024-01-15 11:50:44.575231746,SWIFT,BANK,INFLOW,33632.95,2
PAY-001410,2024-01-15 11:49:40.893828079,2024-01-15 11:55:15.056603586,TARGET2,CORPORATE,INFLOW,40669.59,2
PAY-000070,2024-01-15 11:50:25.984286048,2024-01-15 11:56:24.243971177,SECURITIES,BANK,INFLOW,1379293.68,0
PAY-001636,2024-01-15 11:50:27.512501283,2024-01-15 11:59:25.150594461,SECURITIES,BANK,OUTFLOW,731381.75,3
PAY-001333,2024-01-15 11:51:55.639431888,2024-01-15 11:59:38.449384093,SECURITIES,BANK,INFLOW,980871.76,0
PAY-000928,2024-01-15 11:52:39.202273562,2024-01-15 11:54:34.157241519,SWIFT,BANK,INFLOW,1602578.61,2
PAY-000278,2024-01-15 11:53:00.138301280,2024-01-15 12:00:38.581179214,SECURITIES,CCP,OUTFLOW,3535492.15,3
PAY-001220,2024-01-15 11:54:27.788512731,2024-01-15 12:01:12.627758749,TARGET2,BANK,OUTFLOW,134162.97,3
PAY-000103,2024-01-15 11:55:49.010198972,2024-01-15 12:01:55.249256335,SWIFT,CORPORATE,OUTFLOW,54212.61,1
PAY-001066,2024-01-15 11:55:50.526284872,2024-01-15 12:05:46.149756985,SECURITIES,CORPORATE,INFLOW,614557.92,0
PAY-000873,2024-01-15 11:56:09.688485169,2024-01-15 11:57:32.404363877,INTERNAL,BANK,INFLOW,22520.42,0
PAY-001981,2024-01-15 11:56:34.715484894,2024-01-15 11:59:16.746190143,TARGET2,CCP,OUTFLOW,2959.4,3
PAY-000721,2024-01-15 11:56:45.454461538,2024-01-15 12:01:13.487874418,TARGET2,BANK,INFLOW,121529.35,2
PAY-000180,2024-01-15 11:56:54.428277787,2024-01-15 12:01:31.345616558,TARGET2,BANK,INFLOW,19601.18,2
PAY-001839,2024-01-15 11:57:15.283140664,2024-01-15 12:00:53.650827104,TARGET2,CORPORATE,INFLOW,128053.38,2
PAY-000368,2024-01-15 11:59:09.884693406,2024-01-15 12:08:37.415621588,INTERNAL,BANK,INFLOW,254683.86,0
PAY-000381,2024-01-15 11:59:34.316530221,2024-01-15 12:02:36.458530714,SECURITIES,BANK,INFLOW,1606059.75,0
PAY-001815,2024-01-15 11:59:50.991288933,2024-01-15 12:01:11.438991920,INTERNAL,CCP,INFLOW,429882.96,0
PAY-000433,2024-01-15 11:59:56.514239826,2024-01-15 12:04:54.035022145,TARGET2,BANK,INFLOW,68253.42,2
PAY-001684,2024-01-15 12:00:22.666559505,2024-01-15 12:08:25.986888810,INTERNAL,BANK,OUTFLOW,273763.69,0
PAY-001464,2024-01-15 12:00:48.741077411,2024-01-15 12:04:27.163670718,SWIFT,BANK,INFLOW,124467.5,2
PAY-000398,2024-01-15 12:01:15.506902765,2024-01-15 12:02:23.920480787,SWIFT,BANK,INFLOW,682910.22,2
PAY-000747,2024-01-15 12:02:27.176844845,2024-01-15 12:07:11.643069125,INTERNAL,BANK,OUTFLOW,108476.24,0
PAY-000370,2024-01-15 12:02:38.504039222,2024-01-15 12:09:46.073278081,TARGET2,BANK,OUTFLOW,541584.4,3
PAY-000302,2024-01-15 12:02:39.001441356,2024-01-15 12:04:11.849569806,SWIFT,CORPORATE,INFLOW,596800.16,2
PAY-000283,2024-01-15 12:02:53.064711318,2024-01-15 12:04:44.124600676,TARGET2,CENTRAL_BANK,INFLOW,139376.89,2
PAY-001490,2024-01-15 12:04:06.476367486,2024-01-15 12:09:05.213766546,TARGET2,CENTRAL_BANK,OUTFLOW,1118742.86,1
PAY-000238,2024-01-15 12:04:19.537434134,2024-01-15 12:07:48.886321508,SWIFT,BANK,OUTFLOW,691810.28,3
PAY-000085,2024-01-15 12:04:23.871879167,2024-01-15 12:12:06.783999260,TARGET2,BANK,INFLOW,178213.46,2
PAY-001900,2024-01-15 12:04:50.338317954,2024-01-15 12:12:22.357567319,SECURITIES,BANK,OUTFLOW,2646347.29,3
PAY-001702,2024-01-15 12:05:26.854877503,2024-01-15 12:13:52.608047466,TARGET2,CORPORATE,OUTFLOW,12070.36,1
PAY-000727,2024-01-15 12:06:41.313659150,2024-01-15 12:15:51.967256308,TARGET2,CORPORATE,INFLOW,136121.65,2
PAY-000251,2024-01-15 12:06:52.948865268,2024-01-15 12:09:42.649635858,SWIFT,BANK,OUTFLOW,44768.15,3
PAY-000437,2024-01-15 12:06:54.559626775,2024-01-15 12:10:27.368578840,TARGET2,BANK,OUTFLOW,99725.06,3
PAY-001931,2024-01-15 12:07:33.012058056,2024-01-15 12:09:59.858293702,INTERNAL,CORPORATE,INFLOW,44920.13,0
PAY-000806,2024-01-15 12:08:02.151747590,2024-01-15 12:13:04.507194826,TARGET2,CORPORATE,INFLOW,99039.09,2
PAY-001933,2024-01-15 12:08:28.311421589,2024-01-15 12:16:27.137253391,SECURITIES,CENTRAL_BANK,INFLOW,404028.32,0
PAY-000197,2024-01-15 12:08:38.554162413,2024-01-15 12:13:35.244969496,SWIFT,CORPORATE,OUTFLOW,75268.82,1
PAY-000596,2024-01-15 12:09:09.298993372,2024-01-15 12:13:12.716723826,SECURITIES,BANK,INFLOW,2165136.07,0
PAY-000216,2024-01-15 12:09:22.868161752,2024-01-15 12:13:15.983555474,SWIFT,CORPORATE,OUTFLOW,50844.4,1
PAY-000650,2024-01-15 12:09:45.346593939,2024-01-15 12:15:40.816380248,INTERNAL,CCP,OUTFLOW,10784.98,0
PAY-000931,2024-01-15 12:09:54.410126521,2024-01-15 12:15:10.400483122,SWIFT,CORPORATE,INFLOW,46334.42,2
PAY-000964,2024-01-15 12:10:04.115171723,2024-01-15 12:15:20.795235469,SWIFT,BANK,OUTFLOW,203131.64,3
PAY-001177,2024-01-15 12:10:55.409763268,2024-01-15 12:12:36.088320988,SECURITIES,BANK,INFLOW,279670.74,0
PAY-000191,2024-01-15 12:12:02.245321256,2024-01-15 12:13:49.117560665,TARGET2,CENTRAL_BANK,OUTFLOW,313948.16,1
PAY-001393,2024-01-15 12:12:30.180281855,2024-01-15 12:15:08.165687717,SWIFT,CORPORATE,OUTFLOW,400581.48,1
PAY-001930,2024-01-15 12:12:55.653933570,2024-01-15 12:16:08.902248779,SWIFT,BANK,INFLOW,142755.22,2
PAY-001241,2024-01-15 12:12:57.081687511,2024-01-15 12:14:18.119433795,TARGET2,BANK,OUTFLOW,122767.54,3
PAY-000532,2024-01-15 12:13:57.915078546,2024-01-15 12:19:26.344035921,TARGET2,CORPORATE,OUTFLOW,615227.8,1
PAY-000516,2024-01-15 12:14:19.789420034,2024-01-15 12:21:16.438438501,SECURITIES,CCP,INFLOW,892656.63,0
PAY-000434,2024-01-15 12:15:09.232595658,2024-01-15 12:22:19.452401174,SECURITIES,BANK,INFLOW,894117.97,0
PAY-000972,2024-01-15 12:15:23.940051340,2024-01-15 12:21:42.830251976,TARGET2,CORPORATE,OUTFLOW,52675.7,1
PAY-000032,2024-01-15 12:16:23.034739331,2024-01-15 12:18:04.046856919,INTERNAL,BANK,OUTFLOW,286851.93,0
PAY-001319,2024-01-15 12:16:42.590661822,2024-01-15 12:22:35.846677073,SWIFT,CORPORATE,INFLOW,61596.83,2
PAY-001559,2024-01-15 12:17:12.062185315,2024-01-15 12:19:37.960932921,TARGET2,BANK,INFLOW,373496.02,2
PAY-001020,2024-01-15 12:17:24.052960683,2024-01-15 12:23:55.393687049,INTERNAL,CORPORATE,INFLOW,117498.81,0
PAY-000662,2024-01-15 12:17:47.057076920,2024-01-15 12:19:51.196723391,TARGET2,CCP,OUTFLOW,67146.57,3
PAY-001041,2024-01-15 12:18:08.418079619,2024-01-15 12:27:20.891409307,INTERNAL,CORPORATE,OUTFLOW,213521.8,1
PAY-001469,2024-01-15 12:18:19.216102938,2024-01-15 12:21:31.265853843,SWIFT,CCP,INFLOW,112333.04,2
PAY-001374,2024-01-15 12:18:29.871340056,2024-01-15 12:23:22.400687395,SWIFT,CORPORATE,OUTFLOW,283592.54,1
PAY-001740,2024-01-15 12:21:11.669901191,2024-01-15 12:25:03.913481185,INTERNAL,BANK,OUTFLOW,739199.89,0
PAY-001677,2024-01-15 12:22:27.928195920,2024-01-15 12:29:55.275984021,SECURITIES,BANK,OUTFLOW,420426.69,3
PAY-001543,2024-01-15 12:23:04.279457685,2024-01-15 12:31:16.642240463,INTERNAL,CORPORATE,OUTFLOW,532392.32,1
PAY-000590,2024-01-15 12:23:12.109775949,2024-01-15 12:24:55.677180292,SECURITIES,BANK,INFLOW,575224.55,0
PAY-001948,2024-01-15 12:23:17.040541261,2024-01-15 12:32:30.177212855,TARGET2,CENTRAL_BANK,INFLOW,214521.18,2
PAY-000095,2024-01-15 12:23:31.822679102,2024-01-15 12:31:21.304432572,TARGET2,CORPORATE,INFLOW,48223.11,2
PAY-001324,2024-01-15 12:23:48.073454270,2024-01-15 12:32:02.382943969,TARGET2,CCP,OUTFLOW,87475.58,3
PAY-000642,2024-01-15 12:23:51.996976439,2024-01-15 12:29:11.499317470,SWIFT,CCP,INFLOW,132367.97,2
PAY-000578,2024-01-15 12:24:13.794877098,2024-01-15 12:26:00.958377236,SWIFT,BANK,INFLOW,141809.68,2
PAY-001099,2024-01-15 12:24:49.267336786,2024-01-15 12:29:54.979087500,TARGET2,CENTRAL_BANK,INFLOW,45463.39,2
PAY-001453,2024-01-15 12:25:34.283043686,2024-01-15 12:35:07.052339838,TARGET2,BANK,INFLOW,79831.69,2
PAY-001367,2024-01-15 12:26:02.036442082,2024-01-15 12:33:25.119416215,SWIFT,BANK,OUTFLOW,69758.7,3
PAY-001581,2024-01-15 12:26:08.009202089,2024-01-15 12:28:34.745500486,INTERNAL,CENTRAL_BANK,INFLOW,925062.88,0
PAY-000111,2024-01-15 12:27:02.059642493,2024-01-15 12:36:46.540753278,TARGET2,CORPORATE,OUTFLOW,197028.5,1
PAY-001451,2024-01-15 12:27:57.897206761,2024-01-15 12:30:05.573252039,SWIFT,CORPORATE,OUTFLOW,631003.33,1
PAY-000922,2024-01-15 12:29:13.151557846,2024-01-15 12:32:01.989474320,SWIFT,CCP,INFLOW,91785.45,2
PAY-001593,2024-01-15 12:30:29.350973612,2024-01-15 12:33:30.064788065,INTERNAL,CCP,OUTFLOW,404189.1,0
PAY-000796,2024-01-15 12:30:30.339503579,2024-01-15 12:33:04.842183215,SWIFT,CORPORATE,OUTFLOW,307225.08,1
PAY-001385,2024-01-15 12:30:41.373094093,2024-01-15 12:38:26.155066925,INTERNAL,CORPORATE,INFLOW,72154.69,0
PAY-000659,2024-01-15 12:32:23.863837250,2024-01-15 12:39:43.839211712,SWIFT,BANK,INFLOW,96227.39,2
PAY-000828,2024-01-15 12:32:45.472733876,2024-01-15 12:42:32.621200629,SECURITIES,BANK,OUTFLOW,855285.1,3
PAY-000333,2024-01-15 12:32:59.238986080,2024-01-15 12:42:45.718845388,SECURITIES,BANK,OUTFLOW,1213786.49,3
PAY-000732,2024-01-15 12:32:59.427211642,2024-01-15 12:38:34.449380783,TARGET2,BANK,OUTFLOW,1359423.89,3
PAY-001392,2024-01-15 12:33:09.742722978,2024-01-15 12:37:00.291724925,SWIFT,CORPORATE,INFLOW,111397.96,2
PAY-001703,2024-01-15 12:34:10.665292177,2024-01-15 12:39:13.956787153,TARGET2,CORPORATE,INFLOW,358897.34,2
PAY-001751,2024-01-15 12:34:48.790982648,2024-01-15 12:37:46.150155813,SWIFT,CCP,OUTFLOW,45261.25,3
PAY-001188,2024-01-15 12:35:23.427290189,2024-01-15 12:38:30.571379376,TARGET2,CORPORATE,INFLOW,318589.83,2
PAY-000671,2024-01-15 12:35:30.768442498,2024-01-15 12:38:05.170670975,TARGET2,CORPORATE,OUTFLOW,150316.15,1
PAY-000712,2024-01-15 12:35:53.792409353,2024-01-15 12:43:48.435392195,SWIFT,BANK,INFLOW,133748.21,2
PAY-000343,2024-01-15 12:38:24.189746284,2024-01-15 12:45:51.380261575,TARGET2,CORPORATE,OUTFLOW,176332.38,1
PAY-000457,2024-01-15 12:38:24.474086427,2024-01-15 12:40:08.453026297,TARGET2,CORPORATE,INFLOW,350964.18,2
PAY-000322,2024-01-15 12:39:23.225659540,2024-01-15 12:47:45.878115958,INTERNAL,CCP,OUTFLOW,13176.85,0
PAY-001386,2024-01-15 12:39:37.488854667,2024-01-15 12:41:51.378018029,INTERNAL,BANK,INFLOW,137624.74,0
PAY-001512,2024-01-15 12:39:39.321947807,2024-01-15 12:43:34.270903052,INTERNAL,CORPORATE,OUTFLOW,209638.47,1
PAY-001591,2024-01-15 12:39:56.262317575,2024-01-15 12:44:08.156647567,SWIFT,BANK,INFLOW,14221.32,2
PAY-000702,2024-01-15 12:40:37.076929781,2024-01-15 12:49:47.081130541,SWIFT,CORPORATE,OUTFLOW,651520.14,1
PAY-000224,2024-01-15 12:40:51.792344371,2024-01-15 12:49:49.780297753,INTERNAL,CCP,INFLOW,72834.52,0
PAY-001190,2024-01-15 12:41:13.971679237,2024-01-15 12:48:48.073896611,SWIFT,CCP,OUTFLOW,147143.64,3
PAY-000112,2024-01-15 12:41:39.396242994,2024-01-15 12:50:55.607493311,TARGET2,CORPORATE,INFLOW,428931.25,2
PAY-001558,2024-01-15 12:42:26.791071303,2024-01-15 12:44:52.515304608,SWIFT,BANK,INFLOW,60971.09,2
PAY-001872,2024-01-15 12:43:21.110655021,2024-01-15 12:47:47.323377592,INTERNAL,CORPORATE,INFLOW,182948.42,0
PAY-000287,2024-01-15 12:43:22.894543726,2024-01-15 12:47:48.856067063,SECURITIES,BANK,INFLOW,436310.69,0
PAY-001411,2024-01-15 12:43:38.627137872,2024-01-15 12:53:06.557076882,TARGET2,CCP,OUTFLOW,196548.73,3
PAY-000024,2024-01-15 12:44:31.687134113,2024-01-15 12:46:18.321358343,SECURITIES,CCP,INFLOW,571532.85,0
PAY-001086,2024-01-15 12:44:56.218310319,2024-01-15 12:48:31.947130162,TARGET2,CENTRAL_BANK,OUTFLOW,58661.52,1
PAY-000764,2024-01-15 12:45:40.616769218,2024-01-15 12:46:51.096090484,SWIFT,CORPORATE,OUTFLOW,208382.19,1
PAY-000714,2024-01-15 12:46:33.496797503,2024-01-15 12:52:51.830215920,SWIFT,CORPORATE,OUTFLOW,99819.12,1
PAY-000967,2024-01-15 12:49:02.840921576,2024-01-15 12:53:56.102592345,INTERNAL,BANK,OUTFLOW,594962.87,0
PAY-001653,2024-01-15 12:49:29.865389288,2024-01-15 12:52:58.195576935,SWIFT,CCP,OUTFLOW,173773.32,3
PAY-000262,2024-01-15 12:49:37.928380826,2024-01-15 12:52:47.784100037,TARGET2,BANK,INFLOW,64603.53,2
PAY-000687,2024-01-15 12:50:18.475787722,2024-01-15 12:52:54.668225342,INTERNAL,BANK,INFLOW,152510.62,0
PAY-000109,2024-01-15 12:50:21.675613797,2024-01-15 12:57:43.599898662,SWIFT,CORPORATE,INFLOW,59555.0,2
PAY-001435,2024-01-15 12:50:43.877223781,2024-01-15 12:51:49.684231285,SWIFT,CORPORATE,OUTFLOW,768599.5,1
PAY-001059,2024-01-15 12:50:43.986939250,2024-01-15 12:55:27.954220297,INTERNAL,CORPORATE,OUTFLOW,98647.84,1
PAY-001652,2024-01-15 12:51:02.689217304,2024-01-15 12:59:23.772053742,TARGET2,CENTRAL_BANK,INFLOW,86977.62,2
PAY-000899,2024-01-15 12:51:35.802132203,2024-01-15 12:59:01.286902137,SWIFT,BANK,OUTFLOW,47450.72,3
PAY-000331,2024-01-15 12:51:39.408143163,2024-01-15 12:57:52.150863529,SECURITIES,BANK,INFLOW,558582.01,0
PAY-001394,2024-01-15 12:52:20.064525648,2024-01-15 12:55:01.331506796,INTERNAL,CORPORATE,INFLOW,172359.14,0
PAY-000990,2024-01-15 12:53:23.217677268,2024-01-15 12:59:03.440112298,TARGET2,CORPORATE,OUTFLOW,56052.12,1
PAY-000338,2024-01-15 12:53:48.294223526,2024-01-15 12:56:42.338832341,INTERNAL,CORPORATE,INFLOW,3599861.43,0
PAY-000178,2024-01-15 12:53:53.536359210,2024-01-15 13:01:47.035477268,INTERNAL,BANK,OUTFLOW,2164399.67,0
PAY-000937,2024-01-15 12:54:08.093337652,2024-01-15 13:02:26.355579734,INTERNAL,CORPORATE,OUTFLOW,30981.94,1
PAY-001957,2024-01-15 12:55:42.093944061,2024-01-15 13:04:04.396518244,INTERNAL,BANK,INFLOW,47090.41,0
PAY-001180,2024-01-15 12:56:05.286436362,2024-01-15 13:04:44.210052415,INTERNAL,CORPORATE,INFLOW,630268.73,0
PAY-001706,2024-01-15 12:56:57.922823020,2024-01-15 13:02:33.316844956,TARGET2,CENTRAL_BANK,INFLOW,266713.46,2
PAY-001865,2024-01-15 12:57:46.329784048,2024-01-15 13:06:36.052409992,SWIFT,CCP,OUTFLOW,238171.25,3
PAY-000241,2024-01-15 12:57:57.630331167,2024-01-15 13:00:32.918807560,SWIFT,CORPORATE,INFLOW,379887.4,2
PAY-000953,2024-01-15 12:59:24.116720837,2024-01-15 13:06:37.555960275,SWIFT,CENTRAL_BANK,OUTFLOW,163576.0,1
PAY-000315,2024-01-15 13:01:16.349204103,2024-01-15 13:09:29.322185097,SECURITIES,CENTRAL_BANK,INFLOW,390074.79,0
PAY-001492,2024-01-15 13:02:26.117590547,2024-01-15 13:09:39.794008395,TARGET2,BANK,OUTFLOW,1550296.97,3
PAY-000814,2024-01-15 13:03:29.554350150,2024-01-15 13:10:36.206607044,SWIFT,CCP,OUTFLOW,14269.41,3
PAY-000977,2024-01-15 13:04:26.523170949,2024-01-15 13:05:40.676223485,SWIFT,CORPORATE,INFLOW,252554.79,2
PAY-000402,2024-01-15 13:04:29.116315533,2024-01-15 13:05:39.994330141,SWIFT,BANK,INFLOW,480028.18,2
PAY-001162,2024-01-15 13:04:54.770860952,2024-01-15 13:07:21.385135682,SWIFT,CORPORATE,OUTFLOW,795744.2,1
PAY-000353,2024-01-15 13:04:58.525384014,2024-01-15 13:09:04.186007233,SWIFT,CCP,INFLOW,284049.09,2
PAY-000303,2024-01-15 13:05:02.910575486,2024-01-15 13:07:25.584778419,SWIFT,CORPORATE,INFLOW,19288.62,2
PAY-001686,2024-01-15 13:05:20.217267548,2024-01-15 13:14:46.391841200,TARGET2,CORPORATE,OUTFLOW,69441.82,1
PAY-000139,2024-01-15 13:05:21.744266056,2024-01-15 13:11:15.557235456,SWIFT,BANK,OUTFLOW,70785.17,3
PAY-001524,2024-01-15 13:05:39.831284146,2024-01-15 13:08:36.531793890,TARGET2,CORPORATE,OUTFLOW,1803343.88,1
PAY-000585,2024-01-15 13:05:54.895460781,2024-01-15 13:11:06.942040777,SWIFT,CCP,OUTFLOW,65503.9,3
PAY-000053,2024-01-15 13:06:01.557565827,2024-01-15 13:14:03.990884518,SWIFT,CORPORATE,INFLOW,55647.22,2
PAY-001444,2024-01-15 13:06:12.157787902,2024-01-15 13:08:26.623562404,TARGET2,CENTRAL_BANK,OUTFLOW,2122655.43,1
PAY-000003,2024-01-15 13:06:23.560549514,2024-01-15 13:14:42.314744801,INTERNAL,BANK,OUTFLOW,49508.04,0
PAY-001233,2024-01-15 13:06:25.842476142,2024-01-15 13:07:54.479956844,TARGET2,CORPORATE,INFLOW,29527.94,2
PAY-000587,2024-01-15 13:06:36.283721455,2024-01-15 13:16:34.266855442,SWIFT,CCP,INFLOW,16864.07,2
PAY-000856,2024-01-15 13:06:52.772348940,2024-01-15 13:16:29.113553068,SWIFT,CENTRAL_BANK,INFLOW,293232.14,2
PAY-001718,2024-01-15 13:06:56.389349926,2024-01-15 13:13:32.609373929,SWIFT,CORPORATE,OUTFLOW,92532.91,1
PAY-000943,2024-01-15 13:07:38.473232714,2024-01-15 13:17:11.276342329,SWIFT,CORPORATE,OUTFLOW,53931.71,1
PAY-000542,2024-01-15 13:07:50.772734862,2024-01-15 13:10:26.792545446,TARGET2,CORPORATE,INFLOW,107041.52,2
PAY-000903,2024-01-15 13:09:04.603565518,2024-01-15 13:11:12.441090115,TARGET2,BANK,OUTFLOW,24918.75,3
PAY-000082,2024-01-15 13:09:14.725790718,2024-01-15 13:16:32.715542502,SECURITIES,BANK,OUTFLOW,102066.56,3
PAY-000825,2024-01-15 13:09:50.528339034,2024-01-15 13:12:25.815471669,TARGET2,BANK,INFLOW,229724.14,2
PAY-001103,2024-01-15 13:10:31.399356169,2024-01-15 13:15:06.035361361,TARGET2,BANK,OUTFLOW,73237.85,3
PAY-001101,2024-01-15 13:10:34.980018809,2024-01-15 13:15:43.593635839,SECURITIES,CORPORATE,OUTFLOW,728144.9,1
PAY-001787,2024-01-15 13:10:48.029630494,2024-01-15 13:16:57.174001419,INTERNAL,CORPORATE,INFLOW,463732.86,0
PAY-000551,2024-01-15 13:10:56.621363942,2024-01-15 13:18:22.676484145,TARGET2,BANK,INFLOW,426159.74,2
PAY-000629,2024-01-15 13:11:01.961056007,2024-01-15 13:15:13.693494236,SWIFT,BANK,OUTFLOW,74113.43,3
PAY-001024,2024-01-15 13:11:34.194563341,2024-01-15 13:14:15.037520882,TARGET2,CENTRAL_BANK,INFLOW,44072.21,2
PAY-000717,2024-01-15 13:11:34.900888925,2024-01-15 13:16:56.017879437,TARGET2,CORPORATE,INFLOW,115526.34,2
PAY-000079,2024-01-15 13:12:52.044214308,2024-01-15 13:20:12.873846055,TARGET2,CCP,INFLOW,64783.85,2
PAY-000050,2024-01-15 13:12:57.405773518,2024-01-15 13:13:57.941704105,INTERNAL,CORPORATE,OUTFLOW,45036.04,1
PAY-000279,2024-01-15 13:13:03.349816655,2024-01-15 13:15:35.691697602,SWIFT,CORPORATE,INFLOW,202808.13,2
PAY-001265,2024-01-15 13:13:24.567257104,2024-01-15 13:17:28.353267624,SWIFT,CORPORATE,INFLOW,95845.29,2
PAY-001516,2024-01-15 13:13:25.925626270,2024-01-15 13:22:42.941881668,TARGET2,CCP,OUTFLOW,27613.44,3
PAY-000188,2024-01-15 13:13:56.572564298,2024-01-15 13:22:10.669244064,SWIFT,BANK,OUTFLOW,41949.58,3
PAY-001078,2024-01-15 13:14:10.736694647,2024-01-15 13:19:18.702586320,INTERNAL,BANK,OUTFLOW,24826.78,0
PAY-001604,2024-01-15 13:14:28.322044389,2024-01-15 13:22:26.295050824,INTERNAL,BANK,OUTFLOW,30408.13,0
PAY-000268,2024-01-15 13:15:14.742485835,2024-01-15 13:19:29.106130585,SWIFT,CCP,INFLOW,110089.58,2
PAY-001296,2024-01-15 13:15:22.151359734,2024-01-15 13:21:05.602964909,INTERNAL,BANK,OUTFLOW,47399.61,0
PAY-001402,2024-01-15 13:15:37.006639348,2024-01-15 13:23:56.985327547,SECURITIES,CENTRAL_BANK,OUTFLOW,38411.51,1
PAY-000452,2024-01-15 13:15:40.797197054,2024-01-15 13:22:06.884059960,TARGET2,BANK,INFLOW,32802.29,2
PAY-000861,2024-01-15 13:16:09.379218204,2024-01-15 13:24:30.531172902,INTERNAL,CCP,INFLOW,19673.29,0
PAY-001905,2024-01-15 13:16:49.997321301,2024-01-15 13:20:29.053972347,INTERNAL,CCP,OUTFLOW,687293.01,0
PAY-001418,2024-01-15 13:17:00.813009013,2024-01-15 13:24:26.671142078,INTERNAL,BANK,OUTFLOW,41880.46,0
PAY-000007,2024-01-15 13:17:20.430874092,2024-01-15 13:19:14.869018104,INTERNAL,BANK,OUTFLOW,15876.68,0
PAY-001224,2024-01-15 13:17:28.698613648,2024-01-15 13:26:07.407995715,SWIFT,BANK,INFLOW,205512.78,2
PAY-000574,2024-01-15 13:17:41.938931298,2024-01-15 13:19:11.516949288,INTERNAL,CENTRAL_BANK,OUTFLOW,48883.09,0
PAY-001427,2024-01-15 13:17:47.560738362,2024-01-15 13:26:58.406161358,INTERNAL,CCP,INFLOW,137588.7,0
PAY-001597,2024-01-15 13:17:48.248355740,2024-01-15 13:24:20.472583029,INTERNAL,CORPORATE,OUTFLOW,944635.94,1
PAY-001272,2024-01-15 13:17:49.334151635,2024-01-15 13:24:45.797673931,INTERNAL,BANK,OUTFLOW,91106.14,0
PAY-000493,2024-01-15 13:18:02.337149667,2024-01-15 13:24:37.180839259,INTERNAL,CORPORATE,OUTFLOW,447625.93,1
PAY-000295,2024-01-15 13:18:09.584397310,2024-01-15 13:19:35.171883571,SECURITIES,CENTRAL_BANK,INFLOW,1211794.36,0
PAY-000654,2024-01-15 13:18:32.966099997,2024-01-15 13:22:11.206444190,TARGET2,CORPORATE,INFLOW,270956.32,2
PAY-001109,2024-01-15 13:18:46.556493373,2024-01-15 13:24:25.050791090,TARGET2,CORPORATE,OUTFLOW,232693.32,1
PAY-001928,2024-01-15 13:18:58.776705182,2024-01-15 13:26:52.330675404,TARGET2,CORPORATE,OUTFLOW,325938.76,1
PAY-001663,2024-01-15 13:19:24.928413072,2024-01-15 13:25:01.923816348,INTERNAL,CORPORATE,INFLOW,34201.62,0
PAY-000383,2024-01-15 13:19:59.196716661,2024-01-15 13:29:20.240158411,INTERNAL,CCP,OUTFLOW,404529.48,0
PAY-001513,2024-01-15 13:20:03.152195886,2024-01-15 13:28:23.199415774,SECURITIES,BANK,OUTFLOW,1292563.82,3
PAY-001624,2024-01-15 13:20:40.576821036,2024-01-15 13:25:35.414264423,SWIFT,CENTRAL_BANK,INFLOW,151882.39,2
PAY-001155,2024-01-15 13:21:09.625517231,2024-01-15 13:28:40.643426192,TARGET2,CORPORATE,INFLOW,38909.24,2
PAY-000217,2024-01-15 13:21:29.481745978,2024-01-15 13:31:10.194376278,TARGET2,CENTRAL_BANK,OUTFLOW,20277.76,1
PAY-000265,2024-01-15 13:22:02.776604257,2024-01-15 13:24:12.214399184,SECURITIES,BANK,OUTFLOW,138960.96,3
PAY-001159,2024-01-15 13:22:03.645530698,2024-01-15 13:25:14.663229701,SWIFT,BANK,INFLOW,117372.14,2
PAY-001708,2024-01-15 13:22:17.094930099,2024-01-15 13:24:49.841628975,SECURITIES,CCP,INFLOW,2338927.76,0
PAY-000508,2024-01-15 13:22:21.661162363,2024-01-15 13:27:57.766377205,SECURITIES,CCP,INFLOW,511647.39,0
PAY-000045,2024-01-15 13:22:37.998842938,2024-01-15 13:30:26.534203175,SWIFT,BANK,OUTFLOW,202221.01,3
PAY-000959,2024-01-15 13:22:59.881058248,2024-01-15 13:28:52.479421108,SWIFT,CCP,OUTFLOW,96729.94,3
PAY-001682,2024-01-15 13:23:03.836941464,2024-01-15 13:32:27.697571862,SWIFT,BANK,INFLOW,16409.78,2
PAY-000829,2024-01-15 13:23:13.941106411,2024-01-15 13:24:31.630010753,SWIFT,BANK,OUTFLOW,133472.16,3
PAY-001039,2024-01-15 13:23:27.179200422,2024-01-15 13:27:17.110646598,SECURITIES,BANK,INFLOW,105629.61,0
PAY-000755,2024-01-15 13:23:30.021132135,2024-01-15 13:25:08.408326485,TARGET2,BANK,OUTFLOW,51406.65,3
PAY-000341,2024-01-15 13:23:32.217725147,2024-01-15 13:29:08.026227991,SECURITIES,CCP,OUTFLOW,1056235.98,3
PAY-001461,2024-01-15 13:23:45.836201067,2024-01-15 13:31:44.439513790,TARGET2,CORPORATE,INFLOW,203304.43,2
